user_term,standard_symptom,language
mild i have acid reflux,acid_reflux,English
severe acid reflux,acid_reflux,English
suffering from severe acid reflux,acid_reflux,English
feeling severe acid reflux,acid_reflux,English
mild severe acid reflux,acid_reflux,English
acid refluxing,acid_reflux,English
suffering from acid refluxing,acid_reflux,English
feeling acid refluxing,acid_reflux,English
mild acid refluxing,acid_reflux,English
acidreflux,acid_reflux,English
suffering from acidreflux,acid_reflux,English
feeling acidreflux,acid_reflux,English
mild acidreflux,acid_reflux,English
मुझे acid reflux महसूस हो रहा है,acid_reflux,Hindi
लगातार acid reflux,acid_reflux,Hindi
मुझे acid reflux है,acid_reflux,Hindi
मुझे मुझे acid reflux है महसूस हो रहा है,acid_reflux,Hindi
लगातार मुझे acid reflux है,acid_reflux,Hindi
बहुत तेज acid reflux,acid_reflux,Hindi
मुझे बहुत तेज acid reflux महसूस हो रहा है,acid_reflux,Hindi
लगातार बहुत तेज acid reflux,acid_reflux,Hindi
acid reflux की शिकायत है,acid_reflux,Hindi
मुझे acid reflux की शिकायत है महसूस हो रहा है,acid_reflux,Hindi
लगातार acid reflux की शिकायत है,acid_reflux,Hindi
sir mujhe acid reflux ho gaya hai,acid_reflux,Hinglish
acid reflux ki problem hai,acid_reflux,Hinglish
bhaiya acid reflux thik nhi ho rha,acid_reflux,Hinglish
mujhe acid reflux hai,acid_reflux,Hinglish
sir mujhe mujhe acid reflux hai ho gaya hai,acid_reflux,Hinglish
mujhe acid reflux hai ki problem hai,acid_reflux,Hinglish
bhaiya mujhe acid reflux hai thik nhi ho rha,acid_reflux,Hinglish
bahut jyada acid reflux,acid_reflux,Hinglish
sir mujhe bahut jyada acid reflux ho gaya hai,acid_reflux,Hinglish
bahut jyada acid reflux ki problem hai,acid_reflux,Hinglish
bhaiya bahut jyada acid reflux thik nhi ho rha,acid_reflux,Hinglish
acid reflux ho rha h,acid_reflux,Hinglish
sir mujhe acid reflux ho rha h ho gaya hai,acid_reflux,Hinglish
acid reflux ho rha h ki problem hai,acid_reflux,Hinglish
bhaiya acid reflux ho rha h thik nhi ho rha,acid_reflux,Hinglish
acid reflux h,acid_reflux,Hinglish
sir mujhe acid reflux h ho gaya hai,acid_reflux,Hinglish
acid reflux h ki problem hai,acid_reflux,Hinglish
bhaiya acid reflux h thik nhi ho rha,acid_reflux,Hinglish
acid reflux बा,acid_reflux,Bhojpuri
हमरा के acid reflux बा बा,acid_reflux,Bhojpuri
परेशान बानी acid reflux बा से,acid_reflux,Bhojpuri
हमरा acid reflux बा,acid_reflux,Bhojpuri
हमरा के हमरा acid reflux बा बा,acid_reflux,Bhojpuri
परेशान बानी हमरा acid reflux बा से,acid_reflux,Bhojpuri
देहिया में acid reflux बा,acid_reflux,Bhojpuri
हमरा के देहिया में acid reflux बा बा,acid_reflux,Bhojpuri
परेशान बानी देहिया में acid reflux बा से,acid_reflux,Bhojpuri
बहुत बेसी acid reflux बा,acid_reflux,Bhojpuri
हमरा के बहुत बेसी acid reflux बा बा,acid_reflux,Bhojpuri
परेशान बानी बहुत बेसी acid reflux बा से,acid_reflux,Bhojpuri
acid reflux ba,acid_reflux,Roman Bhojpuri
hamra ke acid reflux ba,acid_reflux,Roman Bhojpuri
babuji ke acid reflux ba,acid_reflux,Roman Bhojpuri
deh me acid reflux ba lagta,acid_reflux,Roman Bhojpuri
hamra acid reflux ba,acid_reflux,Roman Bhojpuri
hamra ke hamra acid reflux ba,acid_reflux,Roman Bhojpuri
babuji ke hamra acid reflux ba,acid_reflux,Roman Bhojpuri
deh me hamra acid reflux ba lagta,acid_reflux,Roman Bhojpuri
dehiya me acid reflux ba,acid_reflux,Roman Bhojpuri
hamra ke dehiya me acid reflux ba,acid_reflux,Roman Bhojpuri
babuji ke dehiya me acid reflux ba,acid_reflux,Roman Bhojpuri
deh me dehiya me acid reflux ba lagta,acid_reflux,Roman Bhojpuri
bahut besi acid reflux ba,acid_reflux,Roman Bhojpuri
hamra ke bahut besi acid reflux ba,acid_reflux,Roman Bhojpuri
babuji ke bahut besi acid reflux ba,acid_reflux,Roman Bhojpuri
deh me bahut besi acid reflux ba lagta,acid_reflux,Roman Bhojpuri
man thik naikhe acid reflux ba,acid_reflux,Roman Bhojpuri
hamra ke man thik naikhe acid reflux ba,acid_reflux,Roman Bhojpuri
babuji ke man thik naikhe acid reflux ba,acid_reflux,Roman Bhojpuri
deh me man thik naikhe acid reflux ba lagta,acid_reflux,Roman Bhojpuri
bloating,bloating,English
suffering from bloating,bloating,English
feeling bloating,bloating,English
mild bloating,bloating,English
i have bloating,bloating,English
suffering from i have bloating,bloating,English
feeling i have bloating,bloating,English
mild i have bloating,bloating,English
severe bloating,bloating,English
suffering from severe bloating,bloating,English
feeling severe bloating,bloating,English
mild severe bloating,bloating,English
bloatinging,bloating,English
suffering from bloatinging,bloating,English
feeling bloatinging,bloating,English
mild bloatinging,bloating,English
मुझे bloating महसूस हो रहा है,bloating,Hindi
लगातार bloating,bloating,Hindi
मुझे bloating है,bloating,Hindi
मुझे मुझे bloating है महसूस हो रहा है,bloating,Hindi
लगातार मुझे bloating है,bloating,Hindi
बहुत तेज bloating,bloating,Hindi
मुझे बहुत तेज bloating महसूस हो रहा है,bloating,Hindi
लगातार बहुत तेज bloating,bloating,Hindi
bloating की शिकायत है,bloating,Hindi
मुझे bloating की शिकायत है महसूस हो रहा है,bloating,Hindi
लगातार bloating की शिकायत है,bloating,Hindi
sir mujhe bloating ho gaya hai,bloating,Hinglish
bloating ki problem hai,bloating,Hinglish
bhaiya bloating thik nhi ho rha,bloating,Hinglish
mujhe bloating hai,bloating,Hinglish
sir mujhe mujhe bloating hai ho gaya hai,bloating,Hinglish
mujhe bloating hai ki problem hai,bloating,Hinglish
bhaiya mujhe bloating hai thik nhi ho rha,bloating,Hinglish
bahut jyada bloating,bloating,Hinglish
sir mujhe bahut jyada bloating ho gaya hai,bloating,Hinglish
bahut jyada bloating ki problem hai,bloating,Hinglish
bhaiya bahut jyada bloating thik nhi ho rha,bloating,Hinglish
bloating ho rha h,bloating,Hinglish
sir mujhe bloating ho rha h ho gaya hai,bloating,Hinglish
bloating ho rha h ki problem hai,bloating,Hinglish
bhaiya bloating ho rha h thik nhi ho rha,bloating,Hinglish
bloating h,bloating,Hinglish
sir mujhe bloating h ho gaya hai,bloating,Hinglish
bloating h ki problem hai,bloating,Hinglish
bhaiya bloating h thik nhi ho rha,bloating,Hinglish
bloating बा,bloating,Bhojpuri
हमरा के bloating बा बा,bloating,Bhojpuri
परेशान बानी bloating बा से,bloating,Bhojpuri
हमरा bloating बा,bloating,Bhojpuri
हमरा के हमरा bloating बा बा,bloating,Bhojpuri
परेशान बानी हमरा bloating बा से,bloating,Bhojpuri
देहिया में bloating बा,bloating,Bhojpuri
हमरा के देहिया में bloating बा बा,bloating,Bhojpuri
परेशान बानी देहिया में bloating बा से,bloating,Bhojpuri
बहुत बेसी bloating बा,bloating,Bhojpuri
हमरा के बहुत बेसी bloating बा बा,bloating,Bhojpuri
परेशान बानी बहुत बेसी bloating बा से,bloating,Bhojpuri
bloating ba,bloating,Roman Bhojpuri
hamra ke bloating ba,bloating,Roman Bhojpuri
babuji ke bloating ba,bloating,Roman Bhojpuri
deh me bloating ba lagta,bloating,Roman Bhojpuri
hamra bloating ba,bloating,Roman Bhojpuri
hamra ke hamra bloating ba,bloating,Roman Bhojpuri
babuji ke hamra bloating ba,bloating,Roman Bhojpuri
deh me hamra bloating ba lagta,bloating,Roman Bhojpuri
dehiya me bloating ba,bloating,Roman Bhojpuri
hamra ke dehiya me bloating ba,bloating,Roman Bhojpuri
babuji ke dehiya me bloating ba,bloating,Roman Bhojpuri
deh me dehiya me bloating ba lagta,bloating,Roman Bhojpuri
bahut besi bloating ba,bloating,Roman Bhojpuri
hamra ke bahut besi bloating ba,bloating,Roman Bhojpuri
babuji ke bahut besi bloating ba,bloating,Roman Bhojpuri
deh me bahut besi bloating ba lagta,bloating,Roman Bhojpuri
man thik naikhe bloating ba,bloating,Roman Bhojpuri
hamra ke man thik naikhe bloating ba,bloating,Roman Bhojpuri
babuji ke man thik naikhe bloating ba,bloating,Roman Bhojpuri
deh me man thik naikhe bloating ba lagta,bloating,Roman Bhojpuri
gas,gas,English
suffering from gas,gas,English
feeling gas,gas,English
mild gas,gas,English
i have gas,gas,English
suffering from i have gas,gas,English
feeling i have gas,gas,English
mild i have gas,gas,English
severe gas,gas,English
suffering from severe gas,gas,English
feeling severe gas,gas,English
mild severe gas,gas,English
gasing,gas,English
suffering from gasing,gas,English
feeling gasing,gas,English
mild gasing,gas,English
मुझे gas महसूस हो रहा है,gas,Hindi
लगातार gas,gas,Hindi
मुझे gas है,gas,Hindi
मुझे मुझे gas है महसूस हो रहा है,gas,Hindi
लगातार मुझे gas है,gas,Hindi
बहुत तेज gas,gas,Hindi
मुझे बहुत तेज gas महसूस हो रहा है,gas,Hindi
लगातार बहुत तेज gas,gas,Hindi
gas की शिकायत है,gas,Hindi
मुझे gas की शिकायत है महसूस हो रहा है,gas,Hindi
लगातार gas की शिकायत है,gas,Hindi
sir mujhe gas ho gaya hai,gas,Hinglish
gas ki problem hai,gas,Hinglish
bhaiya gas thik nhi ho rha,gas,Hinglish
mujhe gas hai,gas,Hinglish
sir mujhe mujhe gas hai ho gaya hai,gas,Hinglish
mujhe gas hai ki problem hai,gas,Hinglish
bhaiya mujhe gas hai thik nhi ho rha,gas,Hinglish
bahut jyada gas,gas,Hinglish
sir mujhe bahut jyada gas ho gaya hai,gas,Hinglish
bahut jyada gas ki problem hai,gas,Hinglish
bhaiya bahut jyada gas thik nhi ho rha,gas,Hinglish
gas ho rha h,gas,Hinglish
sir mujhe gas ho rha h ho gaya hai,gas,Hinglish
gas ho rha h ki problem hai,gas,Hinglish
bhaiya gas ho rha h thik nhi ho rha,gas,Hinglish
gas h,gas,Hinglish
sir mujhe gas h ho gaya hai,gas,Hinglish
gas h ki problem hai,gas,Hinglish
bhaiya gas h thik nhi ho rha,gas,Hinglish
gas बा,gas,Bhojpuri
हमरा के gas बा बा,gas,Bhojpuri
परेशान बानी gas बा से,gas,Bhojpuri
हमरा gas बा,gas,Bhojpuri
हमरा के हमरा gas बा बा,gas,Bhojpuri
परेशान बानी हमरा gas बा से,gas,Bhojpuri
देहिया में gas बा,gas,Bhojpuri
हमरा के देहिया में gas बा बा,gas,Bhojpuri
परेशान बानी देहिया में gas बा से,gas,Bhojpuri
बहुत बेसी gas बा,gas,Bhojpuri
हमरा के बहुत बेसी gas बा बा,gas,Bhojpuri
परेशान बानी बहुत बेसी gas बा से,gas,Bhojpuri
gas ba,gas,Roman Bhojpuri
hamra ke gas ba,gas,Roman Bhojpuri
babuji ke gas ba,gas,Roman Bhojpuri
deh me gas ba lagta,gas,Roman Bhojpuri
hamra gas ba,gas,Roman Bhojpuri
hamra ke hamra gas ba,gas,Roman Bhojpuri
babuji ke hamra gas ba,gas,Roman Bhojpuri
deh me hamra gas ba lagta,gas,Roman Bhojpuri
dehiya me gas ba,gas,Roman Bhojpuri
hamra ke dehiya me gas ba,gas,Roman Bhojpuri
babuji ke dehiya me gas ba,gas,Roman Bhojpuri
deh me dehiya me gas ba lagta,gas,Roman Bhojpuri
bahut besi gas ba,gas,Roman Bhojpuri
hamra ke bahut besi gas ba,gas,Roman Bhojpuri
babuji ke bahut besi gas ba,gas,Roman Bhojpuri
deh me bahut besi gas ba lagta,gas,Roman Bhojpuri
man thik naikhe gas ba,gas,Roman Bhojpuri
hamra ke man thik naikhe gas ba,gas,Roman Bhojpuri
babuji ke man thik naikhe gas ba,gas,Roman Bhojpuri
deh me man thik naikhe gas ba lagta,gas,Roman Bhojpuri
indigestion,indigestion,English
suffering from indigestion,indigestion,English
feeling indigestion,indigestion,English
mild indigestion,indigestion,English
i have indigestion,indigestion,English
suffering from i have indigestion,indigestion,English
feeling i have indigestion,indigestion,English
mild i have indigestion,indigestion,English
severe indigestion,indigestion,English
suffering from severe indigestion,indigestion,English
feeling severe indigestion,indigestion,English
mild severe indigestion,indigestion,English
indigestioning,indigestion,English
suffering from indigestioning,indigestion,English
feeling indigestioning,indigestion,English
mild indigestioning,indigestion,English
मुझे indigestion महसूस हो रहा है,indigestion,Hindi
लगातार indigestion,indigestion,Hindi
मुझे indigestion है,indigestion,Hindi
मुझे मुझे indigestion है महसूस हो रहा है,indigestion,Hindi
लगातार मुझे indigestion है,indigestion,Hindi
बहुत तेज indigestion,indigestion,Hindi
मुझे बहुत तेज indigestion महसूस हो रहा है,indigestion,Hindi
लगातार बहुत तेज indigestion,indigestion,Hindi
indigestion की शिकायत है,indigestion,Hindi
मुझे indigestion की शिकायत है महसूस हो रहा है,indigestion,Hindi
लगातार indigestion की शिकायत है,indigestion,Hindi
sir mujhe indigestion ho gaya hai,indigestion,Hinglish
indigestion ki problem hai,indigestion,Hinglish
bhaiya indigestion thik nhi ho rha,indigestion,Hinglish
mujhe indigestion hai,indigestion,Hinglish
sir mujhe mujhe indigestion hai ho gaya hai,indigestion,Hinglish
mujhe indigestion hai ki problem hai,indigestion,Hinglish
bhaiya mujhe indigestion hai thik nhi ho rha,indigestion,Hinglish
